NOMBRE;CODIGO;NIT;ORDEN;DEPARTAMENTO;MUNICIPIO;ID
PUTUMAYO INSTITUCION EDUCATIVA COMERCIAL DORADA SAN MIGUEL;286757019.0;846000088;TERRITORIAL;PUTUMAYO;SAN MIGUEL ( DORADA );3845
INSTITUCION EDUCATIVA LICEO PACIFICO++;719840571.0;840000788;NACIONAL;NARIÑO;MOSQUERA;3845
NARIÑO INSTITUCION EDUCATIVA DIVISO BARBACOAS;252079020.0;840000882;TERRITORIAL;NARIÑO;BARBACOAS;3845
INSTITUCION EDUCATIVA LICEO PATRIA;719085268.0;8040117223;TERRITORIAL;SANTANDER;BUCARAMANGA;3846
SANTANDER INSTITUCION EDUCATIVA LICEO PATRIA;268001024.0;804011722;TERRITORIAL;SANTANDER;BUCARAMANGA;3846
INSTITUCION EDUCATIVA LUIS CARLOS GALAN;718774219.0;800246340;TERRITORIAL;NARIÑO;LINARES;3847
NARIÑO INSTITUCION EDUCATIVA LUIS CARLOS GALAN LINARES;28881261.0;800246340;TERRITORIAL;NARIÑO;LINARES;3847
INSTITUCION EDUCATIVA LUIS CARLOS GALAN SARMIENTO;718618275.0;800179135;TERRITORIAL;TOLIMA;VENADILLO;3848
INSTITUCION EDUCATIVA LUIS FELIPE PINTO;718521024.0;890703023;TERRITORIAL;TOLIMA;PRADO;3849
INSTITUCION EDUCATIVA LUIS ONOFRE ACOSTA;702161456.0;813008033;TERRITORIAL;HUILA;NEIVA;3850
INSTITUCION EDUCATIVA MADRE LAURA;717015010.0;811021310;TERRITORIAL;ANTIOQUIA;APARTADO;3851
INSTITUCION EDUCATIVA MAIPORE;719211310.0;800005349;TERRITORIAL;SANTANDER;BUCARAMANGA;3852
SANTANDER INSTITUCION EDUCATIVA COLEGIO MAIPORE BUCARAMANGA;268001031.0;800005349;TERRITORIAL;SANTANDER;BUCARAMANGA;3852
SANTANDER INSTITUTO INTEGRADO CAMILO TORRES ELPLAYON;168255017.0;800006549;NACIONAL;SANTANDER;PLAYON;3852
INSTITUCION EDUCATIVA MARIA AUXILIADORA *;718326598.0;805027286;TERRITORIAL;VALLE CAUCA;CUMBRE;3853
RED SALUD NORTE EMPRESA SOCIAL;704258540.0;805027287;TERRITORIAL;DEFINIDO;DEFINIDO;3853
INSTITUCION EDUCATIVA MARIA INMACULADA;709188387.0;8270003836;TERRITORIAL;SAN ANDRES PROVIDENCIA SANTA CATALINA;PROVIDENCIA;3854
SAN ANDRES PROVIDENCIA INSTITUCION EDUCATIVA MARIA INMACULADA;288564019.0;827000383;TERRITORIAL;SAN ANDRES PROVIDENCIA SANTA CATALINA;PROVIDENCIA;3854
INSTITUCION EDUCATIVA MARIA JOSEFA MARULANDA;721382265.0;811019686;TERRITORIAL;ANTIOQUIA;CEJA;3855
INSTITUCION EDUCATIVA MARIANO OSPINA PEREZ;718665433.0;820001943;NACIONAL;BOYACA;TINJACA;3856
NARIÑO INSTITUCION EDUCATIVA MARIAS OLAYA HERRERA;252490017.0;900083252;TERRITORIAL;NARIÑO;OLAYA HERRERA;3857
INSTITUCION EDUCATIVA MARIAS;719302333.0;900083252;TERRITORIAL;NARIÑO;OLAYA HERRERA;3857
META INSTITUTO MUNICIPAL DEPORTE RECREACION CULTURA TURISMO IMDERCUT;250110014.0;900308352;TERRITORIAL;META;BARRANCA UPIA;3857
INSTITUCION EDUCATIVA MARINO RENGIFO SALCEDO;717440317.0;815004606;TERRITORIAL;VALLE CAUCA;CANDELARIA;3858
INSTITUCION EDUCATIVA MEDALLA MILAGROSA;718760523.0;900020615;TERRITORIAL;SANTANDER;BUCARAMANGA;3859
NARIÑO PERSONERIA MUNICIPIO ILES;28863513.0;900006159;TERRITORIAL;NARIÑO;PASTO;3859
INSTITUCION EDUCATIVA MEDIA ACADEMICA SAGRADO CORAZON JESUS;719320210.0;891201909;TERRITORIAL;NARIÑO;SAN LORENZO;3860
INSTITUCION EDUCATIVA PABLO VI;701703845.0;891201709;TERRITORIAL;NARIÑO;TAMINANGO;3860
NARIÑO INSTITUCION EDUCATIVA PABLO VI TAMINANGO;252786017.0;891201709;TERRITORIAL;NARIÑO;TAMINANGO;3860
NARIÑO INSTITUCION EDUCATIVA PEDRO LEON TORRES;252885017.0;891201609;TERRITORIAL;NARIÑO;YACUANQUER;3860
NARIÑO INSTITUCION EDUCATIVA SAGRADO CORAZON JESUS SAN LORENZO;252687021.0;891201909;TERRITORIAL;NARIÑO;SAN LORENZO;3860
INSTITUCION EDUCATIVA MESAS;718748577.0;814000328;TERRITORIAL;NARIÑO;TABLON GOMEZ;3861
NARIÑO INSTITUCION EDUCATIVA MESAS INSEM TABLON GOMEZ;252258019.0;814000328;TERRITORIAL;NARIÑO;TABLON GOMEZ;3861
NARIÑO INSTITUCION EDUCATIVA ROSA FLORIDA ARBOLEDA;252051018.0;814000383;TERRITORIAL;NARIÑO;ARBOLEDA;3861
INSTITUCION EDUCATIVA MINAS;704861632.0;900025802;TERRITORIAL;ANTIOQUIA;TAMESIS;3862
INSTITUCION EDUCATIVA MUNICIPAL AGUSTIN AGUALONGO;719040479.0;891201759;TERRITORIAL;NARIÑO;PASTO;3863
NARIÑO INSTITUCION EDUCATIVA JOSE ANTONIO GALAN;252685014.0;891201859;TERRITORIAL;NARIÑO;SAN BERNARDO;3863
NARIÑO INSTITUCION EDUCATIVA MUNICIPAL AGUSTIN AGUALONGO PASTO;205266443.0;891201759;TERRITORIAL;NARIÑO;PASTO;3863
NARIÑO INSTITUCION EDUCATIVA MUNICIPAL AURELIO ARTURO MARTINEZ PASTO;252001040.0;891224284;TERRITORIAL;NARIÑO;PASTO;3864
INSTITUCION EDUCATIVA MUNICIPAL AURELIO ARTURO MARTINEZ;715382123.0;891224284;TERRITORIAL;NARIÑO;PASTO;3864
NARIÑO CONCEJO MUNICIPIO ROSARIO;25225617.0;814001669;TERRITORIAL;NARIÑO;ROSARIO;3865
RISARALDA CAMARA COMERCIO PEREIRA;266001027.0;891400669;TERRITORIAL;RISARALDA;PEREIRA;3865
INSTITUCION EDUCATIVA MUNICIPAL CALDERA;718690357.0;814006569;TERRITORIAL;NARIÑO;PASTO;3865
NARIÑO CENTRO SALUD MUNICIPAL NIVEL I LUIS ACOSTA UNION;25239919.0;814006689;TERRITORIAL;NARIÑO;UNION;3865
INSTITUCION EDUCATIVA MUNICIPAL CIUDAD PASTO;707767273.0;800092592;TERRITORIAL;NARIÑO;PASTO;3866
NARIÑO INSTITUCION EDUCATIVA MUNICIPAL CIUDAD PASTO;252001020.0;800092592;TERRITORIAL;NARIÑO;PASTO;3866
INSTITUCION EDUCATIVA MUNICIPAL CRISTO REY;718862683.0;814001579;TERRITORIAL;NARIÑO;PASTO;3867
INSTITUCION EDUCATIVA TECNICA AGROPECUARIA SANTA CECILIA;718931991.0;814001259;TERRITORIAL;NARIÑO;SAN LORENZO;3867
NARIÑO CENTRO SALUD SEÑOR MILAGROS GUALMATAN;25232312.0;814001594;TERRITORIAL;NARIÑO;GUALMATAN;3867
NARIÑO CONCEJO MUNICIPIO POLICARPA;28834670.0;814001759;TERRITORIAL;NARIÑO;POLICARPA;3867
NARIÑO INSTITUCION EDUCATIVA MUNICIPAL CRISTO REY PASTO;252001034.0;814001579;TERRITORIAL;NARIÑO;PASTO;3867
NARIÑO INSTITUCION EDUCATIVA TECNICA AGROPECUARIA SANTA CECILIA SAN LORENZO;252687018.0;814001259;TERRITORIAL;NARIÑO;SAN LORENZO;3867
INSTITUCION EDUCATIVA MUNICIPAL ENCANO;707837241.0;800060022;TERRITORIAL;NARIÑO;PASTO;3868
NARIÑO INSTITUCION EDUCATIVA MUNICIPAL FRANCISCO VILLOTA PASTO;252001022.0;800206349;TERRITORIAL;NARIÑO;PASTO;3869
INSTITUCION EDUCATIVA MUNICIPAL FRANCISCO VILLOTA;709827596.0;800206349;TERRITORIAL;NARIÑO;PASTO;3869
INSTITUCION EDUCATIVA MUNICIPAL GUALMATAN;704002302.0;814006513;TERRITORIAL;NARIÑO;PASTO;3870
NARIÑO INSTITUCION EDUCATIVA AGROPECUARIA ESPERANZA BELEN;252083020.0;814006541;TERRITORIAL;NARIÑO;BELEN;3870
INSTITUCION EDUCATIVA MUNICIPAL MERCEDARIO;719681199.0;891224071;TERRITORIAL;NARIÑO;PASTO;3871
INSTITUCION EDUCATIVA MUNICIPAL SEÑORA GUADALUPE;705284271.0;891224079;TERRITORIAL;NARIÑO;PASTO;3871
NARIÑO INSTITUCION EDUCATIVA MUNICIPAL MERCEDARIO PASTO;252001045.0;891224071;TERRITORIAL;NARIÑO;PASTO;3871
INSTITUCION EDUCATIVA MUNICIPAL MORASURCO;720131895.0;814006378;TERRITORIAL;NARIÑO;PASTO;3872
NARIÑO CONCEJO MUNICIPIO GUAITARILLA;28846270.0;814003578;TERRITORIAL;NARIÑO;GUAITARILLA;3872
NARIÑO INSTITUCION EDUCATIVA MUNICIPAL MORASURCO;252612912.0;814006378;TERRITORIAL;NARIÑO;PASTO;3872
NARIÑO INSTITUCION EDUCATIVA MUNICIPAL OBONUCO PASTO;252001044.0;800178980;TERRITORIAL;NARIÑO;PASTO;3873
NARIÑO HOSPITAL SAN ANDRES TUMACO;252835022.0;800179870;TERRITORIAL;NARIÑO;SAN ANDRES TUMACO;3873
INSTITUCION EDUCATIVA MUNICIPAL OBONUCO;709857270.0;800178980;TERRITORIAL;NARIÑO;PASTO;3873
INSTITUCION EDUCATIVA MUNICIPAL SEÑORA VISITACION;719038473.0;800181707;TERRITORIAL;NARIÑO;PASTO;3874
NARIÑO INSTITUCION EDUCATIVA MUNICIPAL SEÑORA VISITACION PASTO;252001038.0;800181707;TERRITORIAL;NARIÑO;PASTO;3874
INSTITUCION EDUCATIVA NACIONALIZADA TECNICA AGROPECUARIA CAMPOHERMOSO;115135017.0;800249216;NACIONAL;BOYACA;CAMPOHERMOSO;3875
INSTITUCION EDUCATIVA NORMAL SUPERIOR FABIO LOZANO TORRIJOS;706060258.0;890702925;TERRITORIAL;TOLIMA;FALAN;3876
INSTITUCION EDUCATIVA NORMAL SUPERIOR PUTUMAYO;704686898.0;800092360;NACIONAL;PUTUMAYO;SIBUNDOY;3877
PUTUMAYO INSTITUCION EDUCATIVA NORMAL SUPERIOR PUTUMAYO SIBUNDOY;286749019.0;800092360;TERRITORIAL;PUTUMAYO;SIBUNDOY;3877
INSTITUCION EDUCATIVA NUEVA ESTRELLA;705851905.0;823001645;TERRITORIAL;SUCRE;CAIMITO;3878
INSTITUCION EDUCATIVA OPCION PESCA;718983646.0;9002105433;TERRITORIAL;SUCRE;SAN BENITO ABAD;3879
QUINDIO INSTITUCION EDUCATIVA MARCELINO CHAMPAGNAT ARMENIA;263001656.0;900075915;TERRITORIAL;QUINDIO;ARMENIA;3880
INSTITUCION EDUCATIVA PAJARITO;719191538.0;900075495;TERRITORIAL;SUCRE;SAN MARCOS;3880
INSTITUCION EDUCATIVA PALMA;718617103.0;829003420;TERRITORIAL;BOLIVAR;MORALES;3881
INSTITUCION EDUCATIVA PALOMAR;706132537.0;9000328656;TERRITORIAL;SUCRE;MAJAGUAL;3882
INSTITUCION EDUCATIVA PASO NUEVO;705281061.0;812002605;NACIONAL;CORDOBA;SAN BERNARDO VIENTO;3883
INSTITUCION EDUCATIVA PAZ;717098255.0;811025741;TERRITORIAL;ANTIOQUIA;APARTADO;3884
INSTITUCION EDUCATIVA PAZ .;706114188.0;809005406;TERRITORIAL;TOLIMA;FLANDES;3885
INSTITUTO DEPARTAMENTAL DEPORTES TOLIMA;700814015.0;809005065;TERRITORIAL;ANTIOQUIA;CALDAS;3885
INSTITUCION EDUCATIVA PEDRONEL OSPINA;717793194.0;811044131;TERRITORIAL;ANTIOQUIA;ITUANGO;3886
INSTITUCION EDUCATIVA PIZANDA;719011017.0;900479556;TERRITORIAL;NARIÑO;CUMBITARA;3887
NARIÑO INSTITUCION EDUCATIVA PIZANDA CUMBITARA;252233019.0;900479556;TERRITORIAL;NARIÑO;CUMBITARA;3887
INSTITUCION EDUCATIVA PLAYA RICA;706142072.0;900031601;TERRITORIAL;TOLIMA;PALOCABILDO;3888
NARIÑO INSTITUCION EDUCATIVA POLICARPA;252540018.0;891201736;TERRITORIAL;NARIÑO;POLICARPA;3889
NARIÑO INSTITUCION EDUCATIVA MUNICIPAL MARCO FIDEL SUAREZ PASTO;252001059.0;891201273;TERRITORIAL;NARIÑO;PASTO;3889
INSTITUCION EDUCATIVA POLICARPA;719294902.0;891201736;TERRITORIAL;NARIÑO;POLICARPA;3889
INSTITUCION EDUCATIVA POLITECNICO FEMENINO;718710205.0;890205792;TERRITORIAL;SANTANDER;BUCARAMANGA;3890
SANTANDER INSTITUTO POLITECNICO;268081053.0;890205792;TERRITORIAL;SANTANDER;BUCARAMANGA;3890
INSTITUCION EDUCATIVA RAFAEL NAVIA VARON;711952143.0;805027641;TERRITORIAL;VALLE CAUCA;CALI;3891
INSTITUCION EDUCATIVA RAFAEL URIBE URIBE;718565153.0;800079926;TERRITORIAL;TOLIMA;ESPINAL;3892
QUINDIO INSTITUCION EDUCATIVA SEGUNDO HENAO CALARCA;263130013.0;800017926;TERRITORIAL;QUINDIO;CALARCA;3892
INSTITUCION EDUCATIVA REPUBLICA ARGENTINA;718645070.0;800180539;TERRITORIAL;VALLE CAUCA;CALI;3893
INSTITUCION EDUCATIVA REPUBLICA ISRAEL;718288517.0;800132742;TERRITORIAL;VALLE CAUCA;CALI;3894
INSTITUCION EDUCATIVA ROSA MARIA HENAO PAVAS;717748305.0;811029104;TERRITORIAL;ANTIOQUIA;SONSON;3895
INSTITUTO NACIONAL MEDICINA LEGAL CIENCIAS FORENSES;701870321.0;800150861;NACIONAL;DEFINIDO;DEFINIDO;3896
INSTITUCION EDUCATIVA ROSA ZARATE PEÑA;704248103.0;805010861;TERRITORIAL;VALLE CAUCA;YUMBO;3896
INSTITUCION EDUCATIVA RURAL AGUA CLARA;186001017.0;846003674;NACIONAL;PUTUMAYO;SAN MIGUEL MOCOA;3897
PUTUMAYO CENTRO EDUCATIVO RURAL BAJO LORENZO PUERTO ASIS;286568020.0;846003647;TERRITORIAL;PUTUMAYO;PUERTO ASIS;3897
PUTUMAYO CENTRO EDUCATIVO RURAL TETEYE PUERTO ASIS;286568039.0;846003648;TERRITORIAL;PUTUMAYO;PUERTO ASIS;3897
INSTITUCION EDUCATIVA RURAL BARTOLOME CATAÑO VALLEJO;717059174.0;900334649;TERRITORIAL;ANTIOQUIA;APARTADO;3898
INSTITUCION EDUCATIVA RURAL CHURIDO PUEBLO;717042089.0;811039097;TERRITORIAL;ANTIOQUIA;APARTADO;3899
INSTITUCION EDUCATIVA RURAL DEPARTAMENTAL ANDES;707609848.0;808003547;TERRITORIAL;CUNDINAMARCA;SAN BERNARDO;3900
INSTITUCION EDUCATIVA RURAL ERMITA;717822027.0;900169209;TERRITORIAL;ANTIOQUIA;CIUDAD BOLIVAR;3901
NARIÑO CENTRO SALUD BUENA ESPERANZA COLON GENOVA;25220313.0;900136920;TERRITORIAL;NARIÑO;COLON;3901
INSTITUCION EDUCATIVA RURAL FLORESTA;718440290.0;811044167;TERRITORIAL;ANTIOQUIA;YOLOMBO;3902
INSTITUCION EDUCATIVA RURAL FRAY MARTIN PORRES;717742134.0;811027700;TERRITORIAL;ANTIOQUIA;SEGOVIA;3903
INSTITUCION EDUCATIVA RURAL GRANIZADA;717759039.0;900110509;TERRITORIAL;ANTIOQUIA;COPACABANA;3904
INSTITUCION EDUCATIVA RURAL LUIS MARIA PRECIADO ECHAVARRIA;717717060.0;811029037;TERRITORIAL;ANTIOQUIA;ITUANGO;3905
INSTITUCION EDUCATIVA RURAL PEREZ;717794275.0;901362898;TERRITORIAL;ANTIOQUIA;ITUANGO;3906
INSTITUCION EDUCATIVA RURAL PRESBITERO JESUS ANTONIO GOMEZ;719054025.0;811020169;TERRITORIAL;ANTIOQUIA;SANTUARIO;3907
INSTITUCION EDUCATIVA RURAL REPOSO;717014021.0;811027109;TERRITORIAL;ANTIOQUIA;APARTADO;3908
INSTITUCION EDUCATIVA RURAL SALITRE FLORENCIA CAQUETA;717883680.0;800045645;NACIONAL;CAQUETA;FLORENCIA;3909
INSTITUCION EDUCATIVA RURAL SALTO;717716047.0;811043057;TERRITORIAL;ANTIOQUIA;GOMEZ PLATA;3910
INSTITUCION EDUCATIVA RURAL SAN PEDRO CLAVER;718456403.0;900045175;TERRITORIAL;CAQUETA;CARTAGENA CHAIRA;3911
NORTE SANTANDER CONCEJO MUNICIPIO PAMPLONA;28848770.0;900054175;TERRITORIAL;NORTE SANTANDER;PAMPLONA;3911
INSTITUCION EDUCATIVA RURAL SANTIAGO ANGEL SANTAMARIA;717853162.0;811026727;TERRITORIAL;ANTIOQUIA;TAMESIS;3912
INSTITUCION EDUCATIVA SALVADOR;719295420.0;811017439;NACIONAL;ANTIOQUIA;PUEBLORRICO;3913
INSTITUCION EDUCATIVA SAN ANTONIO PADUA;718078298.0;811025153;TERRITORIAL;ANTIOQUIA;TAMESIS;3914
INSTITUCION EDUCATIVA SAN FRANCISCO;718546641.0;823001555;NACIONAL;SUCRE;ROBLE;3915
INSTITUCION EDUCATIVA SAN FRANCISCO PAKI;705872521.0;823001740;NACIONAL;SUCRE;SAMPUES;3916
SUCRE CENTRO EDUCATIVO BOCA DIAZ SAN ONOFRE;270713041.0;823001720;TERRITORIAL;SUCRE;SAN ONOFRE;3916
INSTITUCION EDUCATIVA SAN IGNACIO;720141662.0;900369041;TERRITORIAL;NARIÑO;BUESACO;3917
NARIÑO INSTITUCION EDUCATIVA SAN IGNACIO BUESACO;252110018.0;900369041;TERRITORIAL;NARIÑO;BUESACO;3917
INSTITUCION EDUCATIVA SAN JOSE CITARA;717915235.0;811037878;TERRITORIAL;ANTIOQUIA;CIUDAD BOLIVAR;3918
INSTITUCION EDUCATIVA SAN JOSE MAJAGUAL SUCRE;713437085.0;8001276892;NACIONAL;SUCRE;MAJAGUAL;3919
SIC SUPERINTENDENCIA INDUSTRIA COMERCIO;700218035.0;800176089;NACIONAL;BOGOTA D.C .;BOGOTA D.C .;3919
NARIÑO INSTITUCION EDUCATIVA SAN JOSE MATITUY FLORIDA;252381020.0;814000893;TERRITORIAL;NARIÑO;FLORIDA;3920
INSTITUCION EDUCATIVA SAN JOSE MATITUY;701694549.0;814000893;TERRITORIAL;NARIÑO;FLORIDA;3920
NARIÑO INSTITUCION EDUCATIVA JESUS PRAGA SANDONA;252683017.0;814002089;TERRITORIAL;NARIÑO;SANDONA;3920
INSTITUCION EDUCATIVA SAN JOSE OBRERO;705272854.0;900838180;TERRITORIAL;ANTIOQUIA;APARTADO;3921
INSTITUCION EDUCATIVA SAN JUAN CHINA;718568553.0;809001987;TERRITORIAL;TOLIMA;IBAGUE;3922
INSTITUCION EDUCATIVA SAN MARCOS BARRANCABERMEJA;718110000.0;829000731;TERRITORIAL;SANTANDER;BARRANCABERMEJA;3923
INSTITUCION EDUCATIVA SAN PEDRO;701742710.0;814005938;TERRITORIAL;NARIÑO;TAMBO;3924
NARIÑO INSTITUCION EDUCATIVA INMACULADA ROBLES FLORIDA;252381021.0;814005308;TERRITORIAL;NARIÑO;FLORIDA;3924
NARIÑO INSTITUCION EDUCATIVA SAN PEDRO;252260021.0;814005938;TERRITORIAL;NARIÑO;TAMBO;3924
INSTITUCION EDUCATIVA SAN PEDRO CLAVER;705865046.0;800166354;TERRITORIAL;SUCRE;SAN PEDRO;3925
INSTITUCION EDUCATIVA SAN SEBASTIAN;719318966.0;8020058545;TERRITORIAL;ATLANTICO;MALAMBO;3926
INSTITUCION EDUCATIVA SANTA ELENA+;718361991.0;815004547;TERRITORIAL;VALLE CAUCA;CERRITO;3927
INSTITUCION EDUCATIVA SAN VICENTE .;718721129.0;815004417;TERRITORIAL;VALLE CAUCA;GUADALAJARA BUGA;3927
INSTITUCION EDUCATIVA SANTA CRUZ;719213159.0;900910718;TERRITORIAL;NARIÑO;POLICARPA;3928
NARIÑO INSTITUCION EDUCATIVA SANTA CRUZ POLICARPA;252540021.0;900910718;TERRITORIAL;NARIÑO;POLICARPA;3928
INSTITUCION EDUCATIVA SANTA ISABEL;718441447.0;900001010;TERRITORIAL;CESAR;CURUMANI;3929
INSTITUCION EDUCATIVA SANTA ROSA LIMA;718586738.0;890705465;TERRITORIAL;TOLIMA;SUAREZ;3930
INSTITUCION EDUCATIVA SANTANDER;701778177.0;800237453;TERRITORIAL;NARIÑO;TUQUERRES;3931
INSTITUCION EDUCATIVA SANTANDER;717708259.0;890212309;TERRITORIAL;SANTANDER;BUCARAMANGA;3931
INSTITUCION EDUCATIVA SANTANDER;721315539.0;900023727;TERRITORIAL;CORDOBA;SAN ANDRES SOTAVENTO;3931
SANTANDER PERSONERIA MUNICIPIO SAN GIL;28892513.0;804001425;TERRITORIAL;SANTANDER;SAN GIL;3932
SANTANDER INSTITUCION EDUCATIVA SANTO ANGEL BUCARAMANGA;268001042.0;804001456;TERRITORIAL;SANTANDER;BUCARAMANGA;3932
INSTITUCION EDUCATIVA SANTO ANGEL BUCARAMANGA SANTANDER;721254324.0;804001456;NACIONAL;SANTANDER;BUCARAMANGA;3932
SANTANDER INSTITUTO RAFAEL POMBO FLORIDABLANCA;268276026.0;804001475;TERRITORIAL;SANTANDER;FLORIDABLANCA;3932
INSTITUCION EDUCATIVA SANTO DOMINGO SAVIO;718375587.0;811042215;NACIONAL;ANTIOQUIA;SEGOVIA;3933
INSTITUCION EDUCATIVA SANTO DOMINGO VIDAL;705229441.0;8001898142;NACIONAL;CORDOBA;CHIMA;3934
INSTITUCION EDUCATIVA SEÑORA CARMEN *;718253875.0;824004255;TERRITORIAL;CESAR;AGUACHICA;3935
INSTITUCION EDUCATIVA SEÑORA ROSARIO;701746505.0;8912811851;TERRITORIAL;NARIÑO;ROSARIO;3936
NARIÑO INSTITUCION EDUCATIVA SEÑORA ROSARIO;252256015.0;891281185;TERRITORIAL;NARIÑO;ROSARIO;3936
INSTITUCION EDUCATIVA TECNICA AGROECOLOGICA MALES;718884034.0;814000297;TERRITORIAL;NARIÑO;CORDOBA;3937
NARIÑO INSTITUCION EDUCATIVA TECNICA AGROECOLOGICA MALES;25221515.0;814000297;TERRITORIAL;NARIÑO;CORDOBA;3937
INSTITUCION EDUCATIVA TECNICA AGROINDUSTRIAL JUAN XXIII;706060019.0;800002221;TERRITORIAL;TOLIMA;COYAIMA;3938
INSTITUCION EDUCATIVA TECNICA AGROPECUARIA ALBANIA;705853646.0;800182104;TERRITORIAL;SUCRE;SAN JUAN BETULIA;3939
INSTITUCION EDUCATIVA TECNICA AGROPECUARIA JOSE MARIA HERNANDEZ;701714016.0;891201453;TERRITORIAL;NARIÑO;PUPIALES;3940
NARIÑO INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR MAYO;252378014.0;891201430;TERRITORIAL;NARIÑO;CRUZ;3940
NARIÑO INSTITUCION EDUCATIVA TECNICA AGROPECUARIA JOSE MARIA HERNANDEZ PUPIALES;25258515.0;891201453;TERRITORIAL;NARIÑO;PUPIALES;3940
INSTITUCION EDUCATIVA TECNICA ALFONSO ARANGO TORO;706122934.0;890706589;TERRITORIAL;TOLIMA;LIBANO;3941
INSTITUCION EDUCATIVA TECNICA JUAN LOZANO LOZANO;718562770.0;890706849;TERRITORIAL;TOLIMA;IBAGUE;3941
INSTITUCION EDUCATIVA TECNICA ALFONSO LOPEZ PUMAREJO TUBARCO;213836017.0;806013550;TERRITORIAL;BOLIVAR;TURBACO;3942
INSTITUCION EDUCATIVA TECNICA ALVARO MOLINA;703991141.0;900025525;TERRITORIAL;TOLIMA;CHAPARRAL;3943
INSTITUCION EDUCATIVA TECNICA COMERCIAL TEOFILO ROBERTO POTES;718360142.0;800223133;TERRITORIAL;VALLE CAUCA;BUENAVENTURA;3944
INSTITUCION EDUCATIVA TECNICA DANUBIO;718467764.0;809000750;TERRITORIAL;TOLIMA;AMBALEMA;3945
MAGDALENA INSTITUCION EDUCATIVA TECNICA DEPARTAMENTAL RAFAEL JIMENEZ ALTAHONA SANTA ANA;247707026.0;819002687;TERRITORIAL;MAGDALENA;SANTA ANA;3946
INSTITUCION EDUCATIVA TECNICA DEPARTAMENTAL RAFAEL JIMENEZ ALTAHONA;718663479.0;819002687;NACIONAL;MAGDALENA;SANTA ANA;3946
INSTITUCION EDUCATIVA TECNICA LEPANTO;706120276.0;800014311;TERRITORIAL;TOLIMA;LIBANO;3947
INSTITUCION EDUCATIVA TECNICA MICROEMPRESARIAL ANDES;718637093.0;837000643;TERRITORIAL;NARIÑO;CUMBAL;3948
NARIÑO IE INSTITUCION EDUCATIVA MICROEMPRESARIAL ANDES IPIALES;252356021.0;837000643;TERRITORIAL;NARIÑO;IPIALES;3948
NARIÑO INSTITUCION EDUCATIVA SAN LORENZO YARAMAL IPIALES;252356022.0;837000436;TERRITORIAL;NARIÑO;IPIALES;3948
INSTITUCION EDUCATIVA TECNICA MINUTO DIOS FE ALEGRIA;706114634.0;809001475;TERRITORIAL;TOLIMA;LERIDA;3949
INSTITUCION EDUCATIVA TECNICA NICOLAS RAMIREZ;718445968.0;800014626;TERRITORIAL;TOLIMA;ORTEGA;3950
INSTITUCION EDUCATIVA TECNICA PIO XII;718656218.0;800063881;TERRITORIAL;SUCRE;COVEÑAS;3951
PERSONERIA MUNICIPAL CUMBITARA;721425569.0;814004725;TERRITORIAL;NARIÑO;CUMBITARA;3952
NARIÑO PERSONERIA MUNICIPIO CUMBITARA;28859813.0;814004725;TERRITORIAL;NARIÑO;CUMBITARA;3952
NARIÑO INSTITUCION EDUCATIVA SAN FRANCISCO ASIS ANCUYA;252036022.0;814004251;TERRITORIAL;NARIÑO;ANCUYA;3952
INSTITUCION EDUCATIVA TECNICA SANFRANCISCO ASIS;718484397.0;814004251;NACIONAL;NARIÑO;ANCUYA;3952
INSTITUCION EDUCATIVA TECNICA VOZ TIERRA;718697238.0;890705121;TERRITORIAL;TOLIMA;RONCESVALLES;3953
INSTITUCION EDUCATIVA TECNICO AGROPECUARIO ARTESANAL “ CAYITOS ”;719238909.0;823002218;TERRITORIAL;SUCRE;CAIMITO;3954
INSTITUCION EDUCATIVA TECNICO AGROPECUARIO PIEDRAS;717398226.0;823000601;NACIONAL;SUCRE;TOLU VIEJO;3955
INSTITUCION EDUCATIVA TECNICO AGROPECUARIO SALUD SONSON;717758130.0;890981146;TERRITORIAL;ANTIOQUIA;SONSON;3956
INSTITUCION EDUCATIVA TECNICO DIVERSIFICADO BUENAVISTA;719333460.0;823001136;TERRITORIAL;SUCRE;SAN MARCOS;3957
INSTITUCION EDUCATIVA TECNICO INDUSTRIAL ANTONIO JOSE CAMACHO;704258466.0;805026755;TERRITORIAL;VALLE CAUCA;CALI;3958
INSTITUCION EDUCATIVA TECNICO INDUSTRIAL MARCO AURELIO BERNAL;719667032.0;800028089;TERRITORIAL;BOYACA;GARAGOA;3959
INSTITUCION EDUCATIVA TECNICO SUPERIOR INDUSTRIAL;718648421.0;890270004;TERRITORIAL;SANTANDER;BARRANCABERMEJA;3960
INSTITUCION EDUCATIVA TITAN;718442981.0;805009830;TERRITORIAL;VALLE CAUCA;YUMBO;3961
INSTITUCION EDUCATIVA TOMAS ARTURO SANCHEZ;718636863.0;837000199;TERRITORIAL;NARIÑO;IPIALES;3962
NARIÑO INSTITUCION EDUCATIVA PUENES IPIALES;252356027.0;837000197;TERRITORIAL;NARIÑO;IPIALES;3962
NARIÑO INSTITUCION EDUCATIVA TOMAS ARTURO SANCHEZ IPIALES;205266475.0;837000199;TERRITORIAL;NARIÑO;IPIALES;3962
INSTITUCION EDUCATIVA VALENTIN MANJARREZ;719362188.0;900632248;TERRITORIAL;CESAR;PASO;3963
